appid,name,cluster_characteristics,cluster_popularity,cluster_comprehensive
239430,Q.U.B.E: Director's Cut,0,0,0
239700,Hate Plus,0,0,0
239800,Bleed,0,0,0
239820,Game Dev Tycoon,0,0,0
239840,Dead State: Reanimated,0,0,0
240320,Panzar,0,0,0
240440,Quadrilateral Cowboy,0,0,0
240600,MotoGP™13,0,0,0
240720,Getting Over It with Bennett Foddy,0,0,0
240760,Wasteland 2: Director's Cut,0,0,0
240970,Half Minute Hero: The Second Coming,0,0,0
241240,Contraption Maker,0,0,0
241260,Sherlock Holmes: Crimes and Punishments,0,0,0
241320,Ittle Dew,0,0,0
241410,CastleStorm,0,0,0
241560,The Crew™,0,0,0
241600,Rogue Legacy,0,0,0
241620,Inquisitor,0,0,0
241720,Guncraft,0,0,0
241910,Goodbye Deponia,0,0,0
242050,Assassin’s Creed® IV Black Flag™,0,0,0
242110,Joe Danger 2: The Movie,0,0,0
242130,Vector Thrust,0,0,0
242530,The Chaos Engine,0,0,0
242570,Space Hulk,0,0,0
242640,Styx: Master of Shadows,0,0,0
242680,Nuclear Throne,0,0,0
242700,Injustice: Gods Among Us Ultimate Edition,0,0,0
242720,GunZ 2: The Second Duel,0,0,0
242760,The Forest,0,0,0
242780,Cognition: An Erica Reed Thriller,0,0,0
242820,140,0,0,0
242840,In Verbis Virtus,0,0,0
242860,Verdun,0,0,0
242880,"Sir, You Are Being Hunted",0,0,0
242920,Banished,0,0,0
243000,Omikron: The Nomad Soul,0,0,0
243120,Betrayer,0,0,0
243160,Mushroom 11,0,0,0
243200,Memoria,0,0,0
243360,TrackMania² Valley,0,0,0
243450,Urban Trial Freestyle,0,0,0
243470,Watch_Dogs™,0,0,0
243780,PixelJunk™ Monsters Ultimate,0,0,0
243800,Gas Guzzlers Extreme,0,0,0
243930,Bound By Flame,0,0,0
243950,Divinity: Dragon Commander,0,0,0
243970,"Invisible, Inc.",0,0,0
244030,Take On Mars,0,0,0
244050,Rise of Flight United,0,0,0
244070,Sid Meier’s Ace Patrol,0,0,0
244090,Sid Meier’s Ace Patrol: Pacific Skies,0,0,0
244160,Homeworld Remastered Collection,0,0,0
244210,Assetto Corsa,0,0,0
244430,realMyst: Masterpiece Edition,0,0,0
244450,Men of War: Assault Squad 2,0,0,0
244590,Epigenesis,0,0,0
244690,Face Noir,0,0,0
244710,Shelter,0,0,0
244730,Divekick,0,0,0
244770,StarMade,0,0,0
244810,Foul Play,0,0,0
244850,Space Engineers,0,0,0
244870,Electronic Super Joy,0,0,0
244890,Velocity®Ultra,0,0,0
244930,SNOW,0,0,0
245050,SpellForce 2 - Demons of the Past,0,0,0
245170,Skullgirls,0,0,0
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,0,0,0
245370,Etherium,0,0,0
245390,"I Have No Mouth, and I Must Scream",0,0,0
245410,Wizardry 6: Bane of the Cosmic Forge,0,0,0
245430,Wizardry 7: Crusaders of the Dark Savant,0,0,0
245450,Wizardry 8,0,0,0
245470,Democracy 3,0,0,0
245490,Trials Fusion™,0,0,0
245620,Tropico 5,0,0,0
246070,Hack 'n' Slash,0,0,0
246090,Spacebase DF-9,0,0,0
246110,MASSIVE CHALICE,0,0,0
246420,Kingdom Rush,0,0,0
246580,The Typing of The Dead: Overkill,0,0,0
246620,Plague Inc: Evolved,0,0,0
246680,Secrets of Rætikon,0,0,0
246700,Strike Vector,0,0,0
246740,Huntsman: The Orphanage (Halloween Edition),0,0,0
246760,Legends of Eisenwald,0,0,0
246840,FATE,0,0,0
246900,Viscera Cleanup Detail,0,0,0
246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,0,0,0
247000,Talisman: Digital Edition,0,0,0
247020,"Cook, Serve, Delicious!",0,0,0
247080,Crypt of the NecroDancer,0,0,0
247140,Soundodger+,0,0,0
247240,Volgarr the Viking,0,0,0
247370,Mutant Mudds Deluxe,0,0,0
247430,Hitman: Contracts,0,0,0
247660,Deadly Premonition: The Director's Cut,0,0,0
247730,Nether: Resurrected,0,0,0
247950,Sacred 3,0,0,0
248170,Clickteam Fusion 2.5,0,0,0
248190,Knytt Underground,0,0,0
248310,Freedom Planet,0,0,0
248330,Dino Run DX,0,0,0
248390,Craft The World,0,0,0
248470,Doorways: Prelude,0,0,0
248530,Depth Hunter 2: Deep Dive,0,0,0
248550,Megabyte Punch,0,0,0
248570,Toribash,0,0,0
248610,Door Kickers,0,0,0
248630,Kingdoms Rise,0,0,0
248650,Draw a Stickman: EPIC,0,0,0
248800,Dysfunctional Systems: Learning to Manage Chaos,0,0,0
248820,Risk of Rain,0,0,0
248860,NEO Scavenger,0,0,0
249050,Dungeon of the Endless™,0,0,0
249130,LEGO® Marvel™ Super Heroes,0,0,0
249190,Ancient Space,0,0,0
249230,Risen 3 - Titan Lords,0,0,0
249330,Unholy Heights,0,0,0
249360,Zafehouse: Diaries,0,0,0
249590,Teslagrad,0,0,0
249610,Galactic Arms Race,0,0,0
249650,Blackguards,0,0,0
249680,Marlow Briggs and the Mask of Death,0,0,0
249870,Scribblenauts Unmasked: A DC Comics Adventure,0,0,0
249990,FORCED: Slightly Better Edition,0,0,0
250050,Life Goes On: Done to Death,0,0,0
250110,Assault Android Cactus,0,0,0
250180,METAL SLUG 3,0,0,0
250260,Jazzpunk: Director's Cut,0,0,0
250320,The Wolf Among Us,0,0,0
250340,Blockland,0,0,0
250380,Knock-knock,0,0,0
250400,How to Survive,0,0,0
250420,8BitMMO,0,0,0
250460,Bridge Constructor,0,0,0
250500,Super Amazing Wagon Adventure,0,0,0
250520,UnderRail,0,0,0
250560,Fight The Dragon,0,0,0
250580,Paranautical Activity: Deluxe Atonement Edition,0,0,0
250600,The Plan,0,0,0
250620,Among the Sleep - Enhanced Edition,0,0,0
250700,Super Time Force Ultra,0,0,0
250760,Shovel Knight: Treasure Trove,0,0,0
250900,The Binding of Isaac: Rebirth,0,0,0
251060,Wargame: Red Dragon,0,0,0
251130,Chroma Squad,0,0,0
251150,The Legend of Heroes: Trails in the Sky,0,0,0
251170,Damned,0,0,0
251210,Hive,0,0,0
251230,Livelock,0,0,0
251290,The Legend of Heroes: Trails in the Sky SC,0,0,0
251430,The Inner World,0,0,0
251450,Heroes of Havoc: Idle Adventures,0,0,0
251470,TowerFall Ascension,0,0,0
251530,Anomaly Korea,0,0,0
251570,7 Days to Die,0,0,0
251630,The Impossible Game,0,0,0
251690,Speedball 2 HD,0,0,0
251710,Chainsaw Warrior,0,0,0
251730,Legend of Grimrock 2,0,0,0
251770,Shadow Man,0,0,0
251850,Master Reboot,0,0,0
251870,Go! Go! Nippon! ~My First Trip to Japan~,0,0,0
251910,Solar Flux,0,0,0
251950,WWII Online,0,0,0
251990,Long Live The Queen,0,0,0
252010,Oniken: Unstoppable Edition,0,0,0
252030,Valdis Story: Abyssal City,0,0,0
252110,Lovers in a Dangerous Spacetime,0,0,0
252130,Divide By Sheep,0,0,0
252170,Anomaly Warzone Earth Mobile Campaign,0,0,0
252250,Maia,0,0,0
252270,Zombie Tycoon 2: Brainhov's Revenge,0,0,0
252290,Elegy for a Dead World,0,0,0
252310,Syder Arcade,0,0,0
252330,Slender: The Arrival,0,0,0
252350,Double Dragon: Neon,0,0,0
252410,SteamWorld Dig,0,0,0
252430,Dusty Revenge:Co-Op Edition,0,0,0
252450,StarDrive 2,0,0,0
252470,Space Pirates And Zombies 2,0,0,0
252490,Rust,0,0,0
252530,OMSI 2: Steam Edition,0,0,0
252610,Death Road to Canada,0,0,0
252630,Eldritch Reanimated,0,0,0
252670,Nihilumbra,0,0,0
252730,YOU DON'T KNOW JACK Vol. 1 XL,0,0,0
252830,Claire,0,0,0
252870,PULSAR: Lost Colony,0,0,0
252910,Skyscraper Simulator,0,0,0
252950,Rocket League®,0,0,0
253030,Race The Sun,0,0,0
253110,The Cat Lady,0,0,0
253230,A Hat in Time,0,0,0
253250,Stonehearth,0,0,0
253290,FOTONICA,0,0,0
253330,Neverending Nightmares,0,0,0
253370,Axis Game Factory's AGFPRO v3,0,0,0
253390,Hot Tin Roof: The Cat That Wore A Fedora,0,0,0
253410,Ravensword: Shadowlands,0,0,0
253430,CastleMiner Z,0,0,0
253490,CABAL Online,0,0,0
253510,WARMACHINE: Tactics,0,0,0
253610,Wrack,0,0,0
253690,Tiny Brains,0,0,0
253710,theHunter Classic,0,0,0
253750,Ikaruga,0,0,0
253770,Bus-Simulator 2012,0,0,0
253840,Shantae: Half-Genie Hero,0,0,0
253860,Earth 2140,0,0,0
253880,Earth 2150 Trilogy,0,0,0
253900,Knights and Merchants,0,0,0
253960,Jack Orlando: Director's Cut,0,0,0
253980,Enclave,0,0,0
254060,KnightShift,0,0,0
254080,World War III: Black Gold,0,0,0
254200,FortressCraft Evolved!,0,0,0
254300,Dofus,0,0,0
254320,Duskers,0,0,0
254440,Pool Nation,0,0,0
254460,Obscure,0,0,0
254480,Obscure II (Obscure: The Aftermath),0,0,0
254700,resident evil 4 / biohazard 4,0,0,0
254960,Silent Storm Gold Edition,0,0,0
255070,Abyss Odyssey,0,0,0
255220,GRID Autosport,0,0,0
255280,1954 Alcatraz,0,0,0
255300,Journey of a Roach,0,0,0
255320,Edna & Harvey: The Breakout,0,0,0
255340,Escape Goat 2,0,0,0
255370,KickBeat Steam Edition,0,0,0
255390,Max: The Curse of Brotherhood,0,0,0
255420,Magic 2015 - Duels of the Planeswalkers,0,0,0
255710,Cities: Skylines,0,0,0
255870,PixelJunk™ Shooter,0,0,0
255940,The 11th Hour,0,0,0
256190,Enemy Front,0,0,0
256290,Child of Light,0,0,0
256330,WRC 4 FIA World Rally Championship,0,0,0
256370,MXGP - The Official Motocross Videogame,0,0,0
257050,Darkout,0,0,0
257120,Not The Robots,0,0,0
257170,Rebuild 3: Gangs of Deadsville,0,0,0
257350,Baldur's Gate II: Enhanced Edition,0,0,0
257510,The Talos Principle,0,0,0
257630,Blast Em!,0,0,0
257710,Max Gentlemen,0,0,0
257730,Infinity Wars: Animated Trading Card Game,0,0,0
257750,Bloody Trapland,0,0,0
257830,Violett Remastered,0,0,0
257850,Hyper Light Drifter,0,0,0
257970,Loren The Amazon Princess,0,0,0
257990,Oozi: Earth Adventure,0,0,0
258010,Ring Runner: Flight of the Sages,0,0,0
258050,Survivor Squad,0,0,0
258090,99 Spirits,0,0,0
258180,Deus Ex: The Fall,0,0,0
258200,Talisman: Prologue,0,0,0
258220,Blood Knights,0,0,0
258520,The Vanishing of Ethan Carter,0,0,0
258760,Scania Truck Driving Simulator,0,0,0
258880,Professional Farmer 2014,0,0,0
258890,Type:Rider,0,0,0
258910,Citizens of Earth,0,0,0
258970,Gauntlet™ Slayer Edition,0,0,0
259020,Dragon's Prophet,0,0,0
259060,Dominions 4: Thrones of Ascension,0,0,0
259080,Just Cause 2: Multiplayer Mod,0,0,0
259130,Wasteland 1 - The Original Classic,0,0,0
259170,Alone in the Dark,0,0,0
259320,Heli Heroes,0,0,0
259340,Chicken Shoot Gold,0,0,0
259390,Ballpoint Universe - Infinite,0,0,0
259510,Shufflepuck Cantina Deluxe,0,0,0
259550,Hero of the Kingdom,0,0,0
259600,Finding Teddy,0,0,0
259620,3079 -- Block Action RPG,0,0,0
259660,Void Destroyer,0,0,0
259680,Tales of Maj'Eyal,0,0,0
259740,Nightmares from the Deep: The Cursed Heart,0,0,0
259890,Agricultural Simulator: Historical Farming,0,0,0
259940,YOU DON'T KNOW JACK Vol. 2,0,0,0
259960,YOU DON'T KNOW JACK Vol. 3,0,0,0
260000,YOU DON'T KNOW JACK MOVIES,0,0,0
260020,YOU DON'T KNOW JACK SPORTS,0,0,0
260040,YOU DON'T KNOW JACK TELEVISION,0,0,0
260060,YOU DON'T KNOW JACK HEADRUSH,0,0,0
260130,Agarest: Generations of War Zero,0,0,0
260160,The Last Tinker™: City of Colors,0,0,0
260190,Marc Eckō's Getting Up: Contents Under Pressure,0,0,0
260210,Assassin’s Creed® Liberation HD,0,0,0
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,0,0,0
260250,Blood of the Werewolf,0,0,0
260270,Shadows: Price For Our Sins Bonus Edition,0,0,0
260410,Get Off My Lawn!,0,0,0
260430,The Four Kings Casino and Slots,0,0,0
260570,Gray Matter,0,0,0
260690,Dark Fall: The Journal,0,0,0
260710,Dark Fall 2: Lights Out,0,0,0
260730,Desperados: Wanted Dead or Alive,0,0,0
260750,Neighbours from Hell Compilation,0,0,0
260790,1001 Spikes,0,0,0
260930,Emergency 2014,0,0,0
261110,Killer is Dead - Nightmare Edition,0,0,0
261180,Lethal League,0,0,0
261470,Distant Worlds: Universe,0,0,0
261490,Bedlam,0,0,0
261510,Tesla Effect: A Tex Murphy Adventure,0,0,0
261530,Lifeless Planet Premier Edition,0,0,0
261640,Borderlands: The Pre-Sequel,0,0,0
261700,Eryi's Action,0,0,0
261720,Holy Avatar vs. Maidens of the Dead,0,0,0
261760,Lichdom: Battlemage,0,0,0
261880,Corporate Lifestyle Simulator,0,0,0
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,0,0,0
262060,Darkest Dungeon®,0,0,0
262120,Toy Soldiers: Complete,0,0,0
262150,Vanguard Princess,0,0,0
262260,Jets'n'Guns Gold,0,0,0
262280,Dungeons 2,0,0,0
262300,Tsukumogami,0,0,0
262390,Cloudbuilt,0,0,0
262410,World of Guns: Gun Disassembly,0,0,0
262470,Rollers of the Realm,0,0,0
262550,Gunman Clive,0,0,0
262690,Little Racers STREET,0,0,0
262790,Our Darker Purpose,0,0,0
262830,Crimsonland,0,0,0
262850,The Journey Down: Chapter Two,0,0,0
262940,Broken Sword 5 - the Serpent's Curse,0,0,0
262960,Castle In The Darkness,0,0,0
263020,STARWHAL,0,0,0
263060,Blockstorm,0,0,0
263200,Signs of Life,0,0,0
263280,Spintires®: The Original Game,0,0,0
263300,BlazBlue: Calamity Trigger,0,0,0
263320,Saturday Morning RPG,0,0,0
263360,3089 -- Futuristic Action RPG,0,0,0
263400,War of the Human Tanks,0,0,0
263420,Probably Archery,0,0,0
263460,Girls Like Robots,0,0,0
263500,Dragons and Titans,0,0,0
263540,Villagers and Heroes,0,0,0
263560,Paper Sorcerer,0,0,0
263620,Mitsurugi Kamui Hikae,0,0,0
263700,Muffin Knight,0,0,0
263740,FootLOL: Epic Fail League,0,0,0
263760,Turbo Dismount™,0,0,0
263820,EvilQuest,0,0,0
263860,SPACECOM,0,0,0
263980,Out There Somewhere,0,0,0
264080,Vangers,0,0,0
264120,Victory: The Age of Racing,0,0,0
264200,One Finger Death Punch,0,0,0
264240,CONSORTIUM,0,0,0
264280,99 Levels To Hell,0,0,0
264300,Guns n Zombies,0,0,0
264380,Narcissu 1st & 2nd,0,0,0
264480,BlackSoul: Extended Edition,0,0,0
264540,Platformines,0,0,0
264710,Subnautica,0,0,0
264730,Deadly 30,0,0,0
265000,FORCED SHOWDOWN,0,0,0
265120,Meridian: New World,0,0,0
265210,Viscera Cleanup Detail: Santa's Rampage,0,0,0
265300,Lords Of The Fallen™,0,0,0
265330,Gomo,0,0,0
265380,Grimind,0,0,0
265550,Dead Rising 3 Apocalypse Edition,0,0,0
265590,The Red Solstice,0,0,0
265610,Epic Battle Fantasy 4,0,0,0
265630,Fistful of Frags,0,0,0
265670,Imagine Me,0,0,0
265690,NaissanceE,0,0,0
265750,Secret Ponchos,0,0,0
265770,Cannons Lasers Rockets,0,0,0
265830,Monochroma,0,0,0
265870,Alpha Kimori™ 1,0,0,0
265890,Hexcells,0,0,0
265930,Goat Simulator,0,0,0
265950,Ether One,0,0,0
266010,LYNE,0,0,0
266030,DRAKERZ-Confrontation,0,0,0
266050,Into the Dark: Ultimate Trash Edition,0,0,0
266110,Tower of Guns,0,0,0
266130,Breach & Clear,0,0,0
266150,Lost Saga NA,0,0,0
266170,Windforge,0,0,0
266210,One Way Heroics,0,0,0
266230,Last Dream,0,0,0
266310,GameGuru,0,0,0
266330,Ethan: Meteor Hunter,0,0,0
266390,Farm for your Life,0,0,0
266430,Anarchy Arcade,0,0,0
266490,Lili: Child of Geos - Complete Edition,0,0,0
266510,Hand of Fate,0,0,0
266840,Age of Mythology: Extended Edition,0,0,0
267060,Gravity Badgers,0,0,0
267130,Star Swarm Stress Test,0,0,0
267340,Beware Planet Earth,0,0,0
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,0,0,0
267530,The LEGO® Movie - Videogame,0,0,0
267600,Airport Simulator 2014,0,0,0
267610,Woodcutter Simulator 2013,0,0,0
267900,Guilty Gear Isuka,0,0,0
267920,Gun Metal,0,0,0
267940,Glacier 3: The Meltdown,0,0,0
267960,Hyper Fighters,0,0,0
267980,Hostile Waters: Antaeus Rising,0,0,0
268050,The Evil Within,0,0,0
268130,Heat Signature,0,0,0
268200,Antisquad,0,0,0
268220,Meltdown,0,0,0
268240,Mechanic Escape,0,0,0
268400,Panzer Corps,0,0,0
268420,Aura Kingdom,0,0,0
268500,XCOM® 2,0,0,0
268540,The Whispered World Special Edition,0,0,0
268650,From the Depths,0,0,0
268750,Magicite,0,0,0
268810,Paranormal State: Poison Spring,0,0,0
268850,EVGA Precision XOC,0,0,0
268870,Satellite Reign,0,0,0
268910,Cuphead,0,0,0
269030,The Yawhg,0,0,0
269050,Year Walk,0,0,0
269110,Super Motherload,0,0,0
269170,Sports Bar VR,0,0,0
269210,Hero Siege,0,0,0
269230,Aces Wild: Manic Brawling Action!,0,0,0
269250,WORLD END ECONOMiCA episode.01,0,0,0
269270,LOVE,0,0,0
269310,Infectonator: Survivors,0,0,0
269330,Chronology,0,0,0
269370,Reaper - Tale of a Pale Swordsman,0,0,0
269430,Burning Cars,0,0,0
269490,Bardbarian,0,0,0
269650,Dex,0,0,0
269670,BADLAND: Game of the Year Edition,0,0,0
269710,Tumblestone,0,0,0
269770,Secrets of Grindea,0,0,0
269790,DreadOut,0,0,0
269890,AR-K,0,0,0
269950,X-Plane 11,0,0,0
270050,Quest of Dungeons,0,0,0
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,0,0,0
270130,The Gallery - Episode 1: Call of the Starseed,0,0,0
270150,RUNNING WITH RIFLES,0,0,0
270170,Depression Quest,0,0,0
270210,Melody's Escape,0,0,0
270450,Robot Roller-Derby Disco Dodgeball,0,0,0
270490,The Forest of Doom (Standalone),0,0,0
270550,Yet Another Zombie Defense,0,0,0
270570,Reversion - The Escape (1st Chapter),0,0,0
270630,Haunt the House: Terrortown,0,0,0
270770,Etherlords,0,0,0
270790,Etherlords II,0,0,0
270810,Jones On Fire,0,0,0
270850,Car Mechanic Simulator 2014,0,0,0
270880,American Truck Simulator,0,0,0
270910,Worms World Party Remastered,0,0,0
271240,Offworld Trading Company - Free Multiplayer,0,0,0
271360,Industry Giant 2,0,0,0
271370,Transport Giant,0,0,0
271500,Sniper Art of Victory,0,0,0
271550,Tribloos 2,0,0,0
271570,Space Farmers,0,0,0
271590,Grand Theft Auto V,0,0,0
271640,Humanity Asset,0,0,0
271670,10 Second Ninja,0,0,0
271730,Light,0,0,0
271760,Dungeon Lords Steam Edition,0,0,0
271820,Card City Nights,0,0,0
271860,Super Killer Hornet: Resurrection,0,0,0
271900,Hexcells Plus,0,0,0
271920,Worlds Adrift Island Creator,0,0,0
272010,Aveyond 3-1: Lord of Twilight,0,0,0
272040,KAMI,0,0,0
272060,Serena,0,0,0
272270,Torment: Tides of Numenera,0,0,0
272470,The Incredible Adventures of Van Helsing II,0,0,0
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,0,0,0
272600,Detective Grimoire,0,0,0
272890,Vertiginous Golf,0,0,0
273070,The Last Federation,0,0,0
273110,Counter-Strike Nexon: Zombies,0,0,0
273500,Over 9000 Zombies!,0,0,0
273770,Game Tycoon 1.5,0,0,0
274170,Hotline Miami 2: Wrong Number,0,0,0
274190,Broforce,0,0,0
274230,RONIN,0,0,0
274250,OlliOlli,0,0,0
274270,NOT A HERO,0,0,0
274290,Gods Will Be Watching,0,0,0
274310,Always Sometimes Monsters,0,0,0
274350,Dropsy,0,0,0
274500,Brigador: Up-Armored Edition,0,0,0
274520,Darkwood,0,0,0
274560,Revolution Ace,0,0,0
274900,Murder Miners,0,0,0
274920,FaceRig,0,0,0
274940,Depth,0,0,0
274980,Influent,0,0,0
275080,Post Master,0,0,0
275100,Shelter 2,0,0,0
275180,Costume Quest 2,0,0,0
275200,Westerado: Double Barreled,0,0,0
275390,Guacamelee! Super Turbo Championship Edition,0,0,0
275470,Chip,0,0,0
275490,Canyon Capers,0,0,0
275510,Z Steel Soldiers,0,0,0
275530,Z,0,0,0
275570,Summoner,0,0,0
275610,"Warhammer 40,000: Kill Team",0,0,0
275670,Space Run,0,0,0
275850,No Man's Sky,0,0,0
276810,Mordheim: City of the Damned,0,0,0
276890,FATE: Undiscovered Realms,0,0,0
277110,Return to Mysterious Island,0,0,0
277430,Halo: Spartan Assault,0,0,0
277450,Imperial Glory,0,0,0
277460,Praetorians,0,0,0
277470,The Book of Legends,0,0,0
277490,Battle Group 2,0,0,0
277500,Farming World,0,0,0
277520,Albedo: Eyes from Outer Space,0,0,0
277590,Assassin's Creed Freedom Cry,0,0,0
277680,"About Love, Hate and the other ones",0,0,0
277870,Diehard Dungeon,0,0,0
277890,Shantae: Risky's Revenge - Director's Cut,0,0,0
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,0,0,0
278100,"RIVE: Wreck, Hack, Die, Retry!",0,0,0
278360,A Story About My Uncle,0,0,0
278460,Skyborn,0,0,0
278490,Aveyond 3-2: Gates of Night,0,0,0
278570,Labyrinthine Dreams,0,0,0
278620,TinyKeep,0,0,0
278890,Angvik,0,0,0
278930,GIGANTIC ARMY,0,0,0
278970,Digger Online,0,0,0
279260,Richard & Alice,0,0,0
279440,Joe Dever's Lone Wolf HD Remastered,0,0,0
279640,The Troma Project,0,0,0
279720,The I of the Dragon,0,0,0
279800,Grim Legends 2: Song of the Dark Swan,0,0,0
279900,Soul Axiom,0,0,0
279940,The Book of Unwritten Tales 2,0,0,0
279990,Bridge Constructor Playground,0,0,0
280040,A Wizard's Lizard,0,0,0
280140,Millennium - A New Hope,0,0,0
280160,Aragami,0,0,0
280180,Hover,0,0,0
280200,Eterium,0,0,0
280220,Creeper World 3: Arc Eternal,0,0,0
280320,Adventurer Manager,0,0,0
280520,Crea,0,0,0
280640,Dark Shadows - Army of Evil,0,0,0
280790,Creativerse,0,0,0
281060,Reversion - The Meeting (2nd Chapter),0,0,0
281200,A Boy and His Blob,0,0,0
281220,BloodRayne Betrayal,0,0,0
281370,Real Horror Stories Ultimate Edition,0,0,0
281410,Ubersoldier II,0,0,0
281450,Disciples Sacred Lands Gold,0,0,0
281610,Homeworld: Deserts of Kharak,0,0,0
281640,The Banner Saga 2,0,0,0
281750,Munin,0,0,0
281860,RefleX,0,0,0
281920,Splatter - Zombie Apocalypse,0,0,0
281940,Woolfe - The Red Hood Diaries,0,0,0
281990,Stellaris,0,0,0
282010,Carmageddon Max Pack,0,0,0
282030,Carmageddon 2: Carpocalypse Now,0,0,0
282070,This War of Mine,0,0,0
282100,Fearless Fantasy,0,0,0
282140,SOMA,0,0,0
282210,Sid Meier's Starships,0,0,0
282400,SuperPower 2 Steam Edition,0,0,0
282440,Quake Live™,0,0,0
282530,Castlevania: Lords of Shadow – Mirror of Fate HD,0,0,0
282560,RollerCoaster Tycoon World™,0,0,0
282590,Star Ruler 2,0,0,0
282660,Easy™ eSports,0,0,0
282760,Circuits,0,0,0
282800,100% Orange Juice,0,0,0
282880,FaeVerse Alchemy,0,0,0
282900,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,0,0,0
283060,Lucent Heart,0,0,0
283160,House of the Dying Sun,0,0,0
283230,Spoiler Alert,0,0,0
283290,Nosferatu: The Wrath of Malachi,0,0,0
283310,Soulbringer,0,0,0
283330,Desert Thunder,0,0,0
283350,Eurofighter Typhoon,0,0,0
283370,Marine Sharpshooter II: Jungle Warfare,0,0,0
283390,Incoming Forces,0,0,0
283410,CT Special Forces: Fire for Effect,0,0,0
283430,Litil Divil,0,0,0
283620,World of Subways 3 – London Underground Circle Line,0,0,0
283640,Salt and Sanctuary,0,0,0
283660,Rabbit Hole 3D: Steam Edition,0,0,0
283680,Astebreed: Definitive Edition,0,0,0
283880,Heroine's Quest: The Herald of Ragnarok,0,0,0
283940,Freddi Fish and the Case of the Missing Kelp Seeds,0,0,0
283980,"Spy Fox in ""Dry Cereal""",0,0,0
284160,BeamNG.drive,0,0,0
284240,Maize,0,0,0
284390,The Last Door - Collector's Edition,0,0,0
284460,DeadCore,0,0,0
284710,Abyss: The Wraiths of Eden,0,0,0
284730,Dark Arcana: The Carnival,0,0,0
284750,Enigmatis: The Ghosts of Maple Creek,0,0,0
284770,Enigmatis 2: The Mists of Ravenwood,0,0,0
284790,Nightmares from the Deep 2: The Siren`s Call,0,0,0
284810,Nightmares from the Deep 3: Davy Jones,0,0,0
284830,Clockwork Tales: Of Glass and Ink,0,0,0
284850,Grim Legends: The Forsaken Bride,0,0,0
284870,9 Clues: The Secret of Serpent Creek,0,0,0
284890,Left in the Dark: No One on Board,0,0,0
284930,Speed Kills,0,0,0
284950,Pixel Puzzles: Japan,0,0,0
284990,Solarix,0,0,0
285010,Pixel Puzzles: UndeadZ,0,0,0
285090,Robowars,0,0,0
285130,Battleplan: American Civil War,0,0,0
285190,"Warhammer 40,000: Dawn of War III",0,0,0
285310,RollerCoaster Tycoon®: Deluxe,0,0,0
285330,RollerCoaster Tycoon® 2: Triple Thrill Pack,0,0,0
285420,Deadly Sin 2,0,0,0
285440,Crimzon Clover WORLD IGNITION,0,0,0
285480,The Entente Gold,0,0,0
285500,Hard Truck Apocalypse / Ex Machina,0,0,0
285740,Kitty Powers' Matchmaker,0,0,0
285800,Braveland,0,0,0
285820,Action Henk,0,0,0
285840,Enemy Mind,0,0,0
285900,Gang Beasts,0,0,0
285920,TerraTech,0,0,0
286000,Tooth and Tail,0,0,0
286040,Dead Effect,0,0,0
286100,You Have to Win the Game,0,0,0
286120,QuestRun,0,0,0
286140,Eidolon,0,0,0
286160,Tabletop Simulator,0,0,0
286200,ReignMaker,0,0,0
286220,Pier Solar and the Great Architects,0,0,0
286260,fault - milestone one,0,0,0
286320,Oknytt,0,0,0
286340,FarSky,0,0,0
286360,Shadows on the Vatican Act I: Greed,0,0,0
286380,Strata,0,0,0
286440,Rover Rescue,0,0,0
286460,Black Mirror II,0,0,0
286480,Black Mirror III,0,0,0
286570,F1 2015,0,0,0
286690,Metro 2033 Redux,0,0,0
286940,S.K.I.L.L. - Special Force 2 (Shooter),0,0,0
287020,Harvester,0,0,0
287100,Chaos Domain,0,0,0
287120,Ionball 2: Ionstorm,0,0,0
287200,Wildlife Park 3,0,0,0
287260,Toybox Turbos,0,0,0
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,0,0,0
287390,Metro: Last Light Redux,0,0,0
287450,Rise of Nations: Extended Edition,0,0,0
287630,The Council,0,0,0
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,0,0,0
287720,Nostradamus: The Last Prophecy,0,0,0
287860,8-Bit Commando,0,0,0
287920,Mortal Online,0,0,0
287980,Mini Metro,0,0,0
288060,Whispering Willows,0,0,0
288160,The Room,0,0,0
288370,Strike Suit Zero: Director's Cut,0,0,0
288470,Fable Anniversary,0,0,0
288650,HTR+ Slot Car Simulation,0,0,0
288880,Pineview Drive,0,0,0
289070,Sid Meier’s Civilization® VI,0,0,0
289090,Ampu-Tea,0,0,0
289130,Endless Legend™,0,0,0
289180,A.I.M.2 Clan Wars,0,0,0
289200,Ascension to the Throne,0,0,0
